samplestamps,C1,C2,C3,C4,C5,C6,C7,C8
84726484,1443.562255859375,1477.29052734375,1497.07470703125,1500.9251708984375,1497.4111328125,1481.61865234375,1496.2979736328125,1456.72119140625
84726486,1237.5911865234375,1282.065185546875,1299.4901123046875,1302.1942138671875,1305.085205078125,1287.9718017578125,1304.0384521484375,1256.9476318359375
84726488,613.505859375,658.4201049804688,665.9923706054688,671.9114379882812,675.5916137695312,661.9549560546875,673.1616821289062,630.1456909179688
84726490,-1544.5850830078125,-1586.36328125,-1634.089599609375,-1639.9671630859375,-1635.7137451171875,-1606.388427734375,-1638.646240234375,-1582.7080078125
84726492,-2640.3056640625,-2717.92236328125,-2801.005126953125,-2804.070556640625,-2805.495361328125,-2757.569580078125,-2802.46728515625,-2685.63525390625
84726494,-1769.6673583984375,-1814.72705078125,-1873.431640625,-1876.447265625,-1877.2489013671875,-1840.0980224609375,-1874.1544189453125,-1793.9002685546875
84726496,667.7452392578125,712.0655517578125,721.8434448242188,719.9534912109375,724.2858276367188,716.7301635742188,731.67529296875,696.0113525390625
84726498,1778.7640380859375,1838.5570068359375,1884.252197265625,1874.84814453125,1882.736083984375,1859.8946533203125,1889.0206298828125,1821.2567138671875
84726500,1356.790771484375,1382.25732421875,1412.2139892578125,1400.201416015625,1403.570068359375,1391.640625,1411.387451171875,1372.30078125
84726502,1432.4718017578125,1473.967529296875,1506.0301513671875,1495.4422607421875,1504.2149658203125,1481.0538330078125,1509.5400390625,1453.398193359375
84726504,1015.5079345703125,1069.75146484375,1099.6915283203125,1092.144287109375,1095.2138671875,1070.050537109375,1104.09033203125,1042.2537841796875
84726506,-256.8251037597656,-237.19456481933594,-242.18319702148438,-250.19573974609375,-248.3847198486328,-252.37644958496094,-241.64321899414062,-262.9227600097656
84726508,-2432.710693359375,-2500.873291015625,-2578.468994140625,-2580.114013671875,-2577.638427734375,-2544.4833984375,-2577.56787109375,-2489.55029296875
84726510,-2359.88330078125,-2420.74365234375,-2504.412353515625,-2501.118408203125,-2492.810791015625,-2462.592529296875,-2501.193115234375,-2404.390380859375
84726512,-780.89697265625,-792.5482177734375,-826.5215454101562,-822.4467163085938,-817.337646484375,-806.6334838867188,-818.9949951171875,-786.359130859375
84726514,1623.8133544921875,1693.296875,1724.6368408203125,1723.4737548828125,1737.87890625,1706.987548828125,1735.125,1658.2559814453125
84726516,1611.5390625,1649.9361572265625,1673.6705322265625,1659.7181396484375,1681.770263671875,1655.7471923828125,1670.0526123046875,1624.2203369140625
84726518,1449.8260498046875,1489.9136962890625,1504.314697265625,1492.27294921875,1511.4757080078125,1488.3892822265625,1500.144287109375,1462.453369140625
84726520,1296.90234375,1347.95166015625,1366.5728759765625,1357.4927978515625,1375.0631103515625,1352.192626953125,1365.7462158203125,1320.85693359375
84726522,638.702392578125,684.4598388671875,694.58251953125,690.9521484375,711.4425048828125,689.9219970703125,697.2948608398438,665.0079345703125
84726524,-1442.6650390625,-1475.122314453125,-1529.4073486328125,-1533.573486328125,-1514.5245361328125,-1500.5306396484375,-1525.237060546875,-1468.222900390625
84726526,-2634.82275390625,-2713.84326171875,-2802.595947265625,-2806.322021484375,-2788.668701171875,-2751.002685546875,-2799.68017578125,-2684.073486328125
84726528,-1868.5968017578125,-1920.3729248046875,-1988.755859375,-1981.6322021484375,-1972.5728759765625,-1948.2030029296875,-1979.2147216796875,-1891.4547119140625
84726530,500.6614685058594,533.2516479492188,531.7313842773438,543.7730102539062,558.53955078125,535.3118896484375,548.49169921875,532.109375
84726532,1833.294189453125,1894.6904296875,1932.23193359375,1929.7188720703125,1952.5103759765625,1908.1693115234375,1937.120849609375,1877.2032470703125
84726534,1371.283203125,1396.458984375,1413.1444091796875,1409.7052001953125,1426.84765625,1401.6011962890625,1415.067626953125,1386.768310546875
84726536,1465.0369873046875,1499.421630859375,1531.2266845703125,1526.765625,1541.677490234375,1509.9388427734375,1527.737548828125,1487.953125
84726538,1070.8355712890625,1108.4683837890625,1140.46044921875,1139.2392578125,1151.658935546875,1123.164306640625,1141.38671875,1092.9044189453125
84726540,-124.50804138183594,-114.3272476196289,-107.0374526977539,-112.12992858886719,-99.1412124633789,-114.501708984375,-111.91808319091797,-117.44255065917969
84726542,-2343.733642578125,-2427.59326171875,-2486.588623046875,-2491.3115234375,-2484.918701171875,-2455.153076171875,-2496.77783203125,-2395.160888671875
84726544,-2468.60302734375,-2552.5,-2617.7177734375,-2615.4248046875,-2613.02392578125,-2575.328857421875,-2623.9150390625,-2506.339599609375
84726546,-971.1834716796875,-1003.23779296875,-1029.614013671875,-1021.5059204101562,-1025.7509765625,-1005.33544921875,-1029.5059814453125,-979.507568359375
84726548,1497.4735107421875,1549.86865234375,1589.113037109375,1594.4921875,1594.309326171875,1578.6290283203125,1589.5989990234375,1534.8487548828125
84726550,1608.15380859375,1631.7220458984375,1666.0733642578125,1660.09619140625,1664.14599609375,1654.143798828125,1663.763916015625,1618.492431640625
84726552,1427.557861328125,1451.9610595703125,1473.319580078125,1469.103515625,1473.032958984375,1459.944580078125,1472.164794921875,1435.109375
84726554,1294.750732421875,1328.9483642578125,1356.3380126953125,1356.5416259765625,1361.1854248046875,1347.0751953125,1354.971435546875,1311.7103271484375
84726556,712.0281372070312,744.3317260742188,770.8075561523438,772.7432250976562,775.5635986328125,763.1397705078125,775.2562255859375,734.719970703125
